Prod:;Derivação;Mês;Código+Derivação;Processo;Classificação Insumos;Estágio;C. Custo;Produto;Deriv.;Descrição;a;Complemento;a2;Consumo Total;a3;U.M.;Custo Direto Unit.;CIF;a4;Custo Padrão;Entrada/Saída
CHPR0305C;030;01/11/2025;CHPR0305C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;5,94585;0;;5,137214;
CHPR0305C;030;01/12/2025;CHPR0305C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;10,30178;0;;8,900738;
CHPR0305D;020;01/11/2025;CHPR0305D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0305D;020;01/12/2025;CHPR0305D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0305D;020;01/11/2025;CHPR0305D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;5,94585;0;;5,137214;
CHPR0305D;020;01/12/2025;CHPR0305D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;10,30178;0;;8,900738;
CHPR0305D;030;01/11/2025;CHPR0305D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0305D;030;01/12/2025;CHPR0305D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0305D;030;01/11/2025;CHPR0305D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;5,94585;0;;5,137214;
CHPR0305D;030;01/12/2025;CHPR0305D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,864;;M;10,30178;0;;8,900738;
CHPR0306A;020;01/11/2025;CHPR0306A-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306A;020;01/12/2025;CHPR0306A-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306A;020;01/11/2025;CHPR0306A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306A;020;01/12/2025;CHPR0306A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306A;030;01/11/2025;CHPR0306A-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306A;030;01/12/2025;CHPR0306A-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306A;030;01/11/2025;CHPR0306A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306A;030;01/12/2025;CHPR0306A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306B;020;01/11/2025;CHPR0306B-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306B;020;01/12/2025;CHPR0306B-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306B;020;01/11/2025;CHPR0306B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306B;020;01/12/2025;CHPR0306B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306B;030;01/11/2025;CHPR0306B-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306B;030;01/12/2025;CHPR0306B-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306B;030;01/11/2025;CHPR0306B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306B;030;01/12/2025;CHPR0306B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306C;020;01/11/2025;CHPR0306C-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306C;020;01/12/2025;CHPR0306C-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306C;020;01/11/2025;CHPR0306C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306C;020;01/12/2025;CHPR0306C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306C;030;01/11/2025;CHPR0306C-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306C;030;01/12/2025;CHPR0306C-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306C;030;01/11/2025;CHPR0306C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306C;030;01/12/2025;CHPR0306C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306D;020;01/11/2025;CHPR0306D-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306D;020;01/12/2025;CHPR0306D-020;Levigada 3;Mistura;1000;2180;LPG01027;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306D;020;01/11/2025;CHPR0306D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306D;020;01/12/2025;CHPR0306D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0306D;030;01/11/2025;CHPR0306D-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,855723;0;;2,855723;Saída
CHPR0306D;030;01/12/2025;CHPR0306D-030;Levigada 3;Mistura;1000;2180;LPG01027;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO;;1;;M2;2,844822;0;;2,844822;Saída
CHPR0306D;030;01/11/2025;CHPR0306D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;5,94585;0;;3,63886;
CHPR0306D;030;01/12/2025;CHPR0306D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,612;;M;10,301779;0;;6,304689;
CHPR0323A;020;01/11/2025;CHPR0323A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323A;020;01/12/2025;CHPR0323A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323A;020;01/11/2025;CHPR0323A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323A;020;01/12/2025;CHPR0323A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323A;030;01/11/2025;CHPR0323A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323A;030;01/12/2025;CHPR0323A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323A;030;01/11/2025;CHPR0323A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323A;030;01/12/2025;CHPR0323A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323B;020;01/11/2025;CHPR0323B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323B;020;01/12/2025;CHPR0323B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323B;020;01/11/2025;CHPR0323B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323B;020;01/12/2025;CHPR0323B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323B;030;01/11/2025;CHPR0323B-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323B;030;01/12/2025;CHPR0323B-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323B;030;01/11/2025;CHPR0323B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323B;030;01/12/2025;CHPR0323B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323C;020;01/11/2025;CHPR0323C-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323C;020;01/12/2025;CHPR0323C-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323C;020;01/11/2025;CHPR0323C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323C;020;01/12/2025;CHPR0323C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323C;030;01/11/2025;CHPR0323C-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323C;030;01/12/2025;CHPR0323C-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323C;030;01/11/2025;CHPR0323C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323C;030;01/12/2025;CHPR0323C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323D;020;01/11/2025;CHPR0323D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323D;020;01/12/2025;CHPR0323D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323D;020;01/11/2025;CHPR0323D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323D;020;01/12/2025;CHPR0323D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0323D;030;01/11/2025;CHPR0323D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323D;030;01/12/2025;CHPR0323D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0323D;030;01/11/2025;CHPR0323D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;5,94585;0;;4,281012;
CHPR0323D;030;01/12/2025;CHPR0323D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,72;;M;10,301781;0;;7,417282;
CHPR0324A;020;01/11/2025;CHPR0324A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324A;020;01/12/2025;CHPR0324A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324A;020;01/11/2025;CHPR0324A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324A;020;01/12/2025;CHPR0324A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324A;030;01/11/2025;CHPR0324A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324A;030;01/12/2025;CHPR0324A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324A;030;01/11/2025;CHPR0324A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324A;030;01/12/2025;CHPR0324A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324B;020;01/11/2025;CHPR0324B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324B;020;01/12/2025;CHPR0324B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324B;020;01/11/2025;CHPR0324B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324B;020;01/12/2025;CHPR0324B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324B;030;01/11/2025;CHPR0324B-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324B;030;01/12/2025;CHPR0324B-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324B;030;01/11/2025;CHPR0324B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324B;030;01/12/2025;CHPR0324B-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324C;020;01/11/2025;CHPR0324C-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324C;020;01/12/2025;CHPR0324C-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324C;020;01/11/2025;CHPR0324C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324C;020;01/12/2025;CHPR0324C-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324C;030;01/11/2025;CHPR0324C-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324C;030;01/12/2025;CHPR0324C-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324C;030;01/11/2025;CHPR0324C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324C;030;01/12/2025;CHPR0324C-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324D;020;01/11/2025;CHPR0324D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324D;020;01/12/2025;CHPR0324D-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324D;020;01/11/2025;CHPR0324D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324D;020;01/12/2025;CHPR0324D-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0324D;030;01/11/2025;CHPR0324D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324D;030;01/12/2025;CHPR0324D-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0324D;030;01/11/2025;CHPR0324D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;5,94585;0;;7,242045;
CHPR0324D;030;01/12/2025;CHPR0324D-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,218;;M;10,30178;0;;12,547568;
CHPR0325A;020;01/11/2025;CHPR0325A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325A;020;01/12/2025;CHPR0325A-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325A;020;01/11/2025;CHPR0325A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;5,94585;0;;7,027995;
CHPR0325A;020;01/12/2025;CHPR0325A-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;10,30178;0;;12,176704;
CHPR0325A;030;01/11/2025;CHPR0325A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325A;030;01/12/2025;CHPR0325A-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325A;030;01/11/2025;CHPR0325A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;5,94585;0;;7,027995;
CHPR0325A;030;01/12/2025;CHPR0325A-030;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;10,30178;0;;12,176704;
CHPR0325B;020;01/11/2025;CHPR0325B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325B;020;01/12/2025;CHPR0325B-020;Levigada 3;Mistura;1000;2180;LPG01022;020;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
CHPR0325B;020;01/11/2025;CHPR0325B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;5,94585;0;;7,027995;
CHPR0325B;020;01/12/2025;CHPR0325B-020;Levigada 3;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;1,182;;M;10,30178;0;;12,176704;
CHPR0325B;030;01/11/2025;CHPR0325B-030;Levigada 3;Mistura;1000;2180;LPG01022;030;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;LINHA DE POLIMENTO 01 LEVIGAR RESINADO QUARTZITO;;1;;M2;5,296986;0;;5,296986;Saída
